id,revenue
3001,23825997.08146721
3002,-40534323.27115971
3003,96688474.5668337
3004,19051075.23696071
3005,-45504681.7755509
3006,4732524.66271174
3007,23387561.684406757
3008,96674208.90390667
3009,35834356.267363966
3010,416876203.4361488
3011,-48230393.505756855
3012,-3961124.4464458823
3013,84204058.1896357
3014,-18091973.122107625
3015,51095092.5703454
3016,9983475.722250104
3017,192103312.57503328
3018,234949068.12668562
3019,1727290.7043056488
3020,527511583.0928984
3021,57550018.41199905
3022,-12678770.2938236
3023,-7673546.633485138
3024,60937446.42092359
3025,-9124841.2910766
3026,36479500.03274578
3027,-12678585.872241259
3028,80235289.38960648
3029,42709988.3403815
3030,175334057.6355671
3031,26815822.144205987
3032,30562142.85047245
3033,-1099111.2403225303
3034,21638356.535761
3035,-2672328.8439984918
3036,37081396.5377329
3037,150769308.7889347
3038,30689630.81840217
3039,29433510.872875214
3040,24916127.65834886
3041,61829226.12713146
3042,-10816827.860442758
3043,30804921.668657064
3044,6050904.935673237
3045,448462387.42505985
3046,696131.1216518283
3047,-9429023.401903689
3048,34618833.059310794
3049,36343430.57979804
3050,95615082.95893884
3051,-62693197.23471528
3052,-14592381.505512238
3053,-21662709.63830465
3054,1838483.2003037333
3055,31596566.027005315
3056,-31478962.95944816
3057,146616605.202861
3058,397195108.55688393
3059,22132465.814116776
3060,19825475.175513864
3061,139351651.61609057
3062,5950639.329780936
3063,-10959074.594031334
3064,100388658.68373331
3065,71167970.83684266
3066,123619015.14667001
3067,-16830858.585917175
3068,87086858.72282207
3069,371930453.76232886
3070,-35761200.4431501
3071,12443836.943976521
3072,514350245.4110329
3073,-45344104.24839294
3074,-45775409.79728651
3075,35214347.64029527
3076,195199387.6032283
3077,5008887.6478741765
3078,154388478.77908465
3079,119431859.23451197
3080,184523516.20456985
3081,1919486.6773708463
3082,6176242.296404541
3083,22340483.2308504
3084,-38705160.73136574
3085,72151349.85718435
3086,64780275.94847071
3087,-16399333.49603045
3088,-8945830.109460115
3089,3405195.8822265267
3090,34538309.73467189
3091,59252215.56204808
3092,6976474.702647388
3093,179042256.00858694
3094,142167976.03178838
3095,113433676.13092732
3096,-18799968.16925758
3097,611406249.3900764
3098,45766239.75336212
3099,102300631.57925239
3100,49679270.890271425
3101,43248445.98650652
3102,-18568948.405016065
3103,7779227.636843562
3104,-29394692.26219499
3105,170554132.19377714
3106,193148846.00469837
3107,-10623415.75672096
3108,-7865322.915553093
3109,7834016.4168204665
3110,304215059.7666906
3111,-12752496.41859734
3112,-20299637.20702505
3113,31475891.55278212
3114,100797573.40942141
3115,-838441.7428324223
3116,45373705.81194168
3117,-27823637.830233693
3118,-8553177.61143893
3119,321076345.73839563
3120,235195792.16117722
3121,22435529.60273254
3122,-30752089.484122515
3123,-15710496.30641073
3124,-24837679.623134315
3125,-20578659.225412965
3126,-39937966.11263901
3127,29759748.237568915
3128,54790283.68450236
3129,194219374.73698294
3130,33088803.97461182
3131,29046814.521523476
3132,-11377054.732315004
3133,31119920.552333593
3134,-47966504.072398484
3135,43314054.1131646
3136,10860547.888802588
3137,180934335.80628318
3138,-14201873.03951341
3139,10255505.070269585
3140,110136737.0382292
3141,15018992.841617465
3142,-39437328.19891983
3143,214633527.22755206
3144,13074608.675282896
3145,29036808.778820813
3146,-565492.3631067276
3147,20718896.881990433
3148,7558212.948148668
3149,173600469.73941812
3150,173767558.8482388
3151,-14594444.033656716
3152,42311297.20688993
3153,-1728339.5724022388
3154,2902062.0637211204
3155,22738761.00918418
3156,55234058.44984114
3157,139992835.28668985
3158,152080259.915733
3159,-30415753.976387322
3160,23643234.62639457
3161,-8657300.864002228
3162,-10996429.912856579
3163,146595715.031314
3164,4522.374521076679
3165,-90622595.63800973
3166,-15140186.55083096
3167,75045752.76454973
3168,6896902.068373024
3169,-41312031.812120974
3170,22128764.61575228
3171,-15635455.855484784
3172,90706995.70123565
3173,-21517788.422560573
3174,5517597.026107609
3175,58988255.09749466
3176,167294384.61297828
3177,132153058.30495471
3178,-23443040.314501703
3179,-13954736.940598845
3180,-9887785.907338679
3181,-13338204.487500906
3182,208472514.63029698
3183,71940402.51511008
3184,56094487.0878461
3185,196718043.69184765
3186,74692184.15012133
3187,-4829313.975281775
3188,-21277144.182272613
3189,61406240.003067255
3190,73934076.63481987
3191,21695278.03530854
3192,45596251.024005055
3193,220749511.74301255
3194,205006008.13746586
3195,-59313086.133826494
3196,-7113856.482116878
3197,2020627.7913644314
3198,237584069.335258
3199,408309269.98409724
3200,53249123.41779643
3201,55991452.0965541
3202,40015404.55278808
3203,-10392984.853411078
3204,1779726.6753154993
3205,-75132940.5267502
3206,-8869964.508808613
3207,3968403.7890349627
3208,-2947118.1389042735
3209,11585347.571121752
3210,484908082.0011135
3211,-32324364.320949733
3212,33044727.42285353
3213,76555926.71042413
3214,-10540626.094623983
3215,-50021003.536063135
3216,-45403053.25395119
3217,396621440.0402552
3218,49938597.23492843
3219,-36400749.85102266
3220,181622168.31156597
3221,-31312361.329796255
3222,-8435490.221469045
3223,-46650833.93324584
3224,-51739215.51120466
3225,11481067.925980508
3226,-66550334.58761048
3227,20529576.257033348
3228,425410518.95728916
3229,206086070.00007927
3230,297021410.36157656
3231,20937064.76721239
3232,58972791.53607267
3233,-38977394.78981042
3234,3726672.1813156605
3235,125760743.29443058
3236,53569548.14443749
3237,23245816.843777597
3238,33976200.87692261
3239,-10613856.131514847
3240,384937216.7713892
3241,-19054172.249249518
3242,-13244733.46983844
3243,-35624521.04086512
3244,-358445.82695543766
3245,10481344.096603334
3246,143996590.20807275
3247,44192751.50635177
3248,98672828.2485582
3249,74794016.69867301
3250,398621178.4693752
3251,-70501178.79048842
3252,-36600163.06323904
3253,77580313.94569188
3254,-11132516.455371678
3255,-22486933.98343551
3256,76198653.52263516
3257,-24055036.829419672
3258,5635169.553810239
3259,41776049.141146004
3260,61253076.60407156
3261,722318641.9079319
3262,97060640.28051269
3263,37959948.73137838
3264,-20432732.960407495
3265,2616826.3708710074
3266,-23367698.956752658
3267,10442525.710258722
3268,-20859613.907673895
3269,100066419.80643323
3270,13860888.884483397
3271,-37796169.93556887
3272,14334202.69166112
3273,25286136.402070045
3274,348244156.79051113
3275,97990335.05515385
3276,-14549519.715717852
3277,26524103.257498205
3278,60325127.19107103
3279,36458291.191120505
3280,310965247.3808351
3281,2120343.8265520334
3282,-24905705.692625046
3283,481192084.0821036
3284,55253511.14584726
3285,99283385.206399
3286,-8347217.196394265
3287,4803454.387607932
3288,46173144.33368987
3289,28931892.572784662
3290,154750594.33413532
3291,23525192.634134233
3292,196837183.9841866
3293,36960640.20782435
3294,4198364.615891933
3295,37133046.66842508
3296,-68930625.2306335
3297,17517186.289147377
3298,110450334.37819847
3299,-17943332.14898354
3300,-19583139.873757124
3301,-13854427.776119947
3302,36437611.673589945
3303,-14774193.956047833
3304,-5147956.328267992
3305,114813924.31374732
3306,-9255626.977128088
3307,65244467.51448476
3308,48983696.49109262
3309,-22083716.961265028
3310,-26891454.154872775
3311,77041974.0832839
3312,163444770.31665856
3313,73261291.97424918
3314,7427064.470421553
3315,117006253.8966547
3316,13700858.583920717
3317,-1256144.021066308
3318,8090493.86339134
3319,8622073.761669576
3320,21430887.49908054
3321,1145128.4275854826
3322,78651794.81932628
3323,301452266.3816459
3324,-16604374.653827906
3325,180647994.94890794
3326,272494559.0556526
3327,111882645.29823709
3328,78330653.76248282
3329,-27729695.336499095
3330,55933378.41994119
3331,-2632089.750949383
3332,116477749.2996583
3333,502991638.48804545
3334,65052864.86597711
3335,45613529.48786765
3336,4317289.1197113395
3337,-62774961.5054937
3338,-17114791.903101504
3339,-1648871.8387843966
3340,119708776.57478878
3341,-2272066.6747457385
3342,97774676.5257881
3343,73887911.39281899
3344,-20840005.60485238
3345,39017014.2574417
3346,69849389.48279428
3347,-28842850.887322307
3348,116310031.95791888
3349,127816015.346228
3350,170844729.1860001
3351,59564966.33557093
3352,17876667.380611718
3353,85938178.53804314
3354,3930897.8468614817
3355,-51382661.85520035
3356,45702714.81819886
3357,-3901418.7547333837
3358,-320798.1505866051
3359,6819745.967808962
3360,23606401.814494073
3361,53559949.84190297
3362,54294492.26830804
3363,13860275.404631078
3364,11376022.9870193
3365,10963420.020525098
3366,142016757.8546791
3367,145120116.56586546
3368,2206989.450178027
3369,44614250.37592882
3370,69617924.51511914
3371,55984689.13825965
3372,111726751.4398185
3373,139747589.60278282
3374,-2447597.402543366
3375,97028237.97275525
3376,49046449.94990349
3377,54359391.818379164
3378,20013967.600053847
3379,196864288.12451893
3380,101028117.79371274
3381,-28236938.658326447
3382,-22069689.552179754
3383,11734540.676950693
3384,56607328.42858583
3385,95999094.83996463
3386,7584321.047008336
3387,913359.9772231579
3388,235733462.62647992
3389,471195421.18972355
3390,27499782.946605742
3391,13210714.329375088
3392,9671336.145950198
3393,4998628.707682967
3394,164258261.73899853
3395,173359319.88133386
3396,-26119651.66108048
3397,-19383639.15387547
3398,353711267.16515386
3399,92215508.18254098
3400,48193498.254238605
3401,53093062.053642035
3402,-29212211.897956908
3403,290683945.67701995
3404,23464174.4399215
3405,26628754.356389463
3406,274543433.6577482
3407,307245199.92242616
3408,68890564.39425987
3409,8943503.175751507
3410,73991668.55761635
3411,92176376.98952746
3412,26887230.841498494
3413,77283737.95890021
3414,-34449999.06423795
3415,18142476.767631292
3416,114817759.37829626
3417,5799492.381497502
3418,18682262.424688518
3419,220942710.03438544
3420,-35581887.73370546
3421,7518410.711599946
3422,33619992.85751492
3423,448132504.14003825
3424,17409716.268841922
3425,53257774.8908481
3426,51279083.55940312
3427,77357195.00732696
3428,-23524302.731172502
3429,30875455.0905841
3430,606799328.7982966
3431,-34635756.03225297
3432,-4261306.939374328
3433,-5429014.702020228
3434,52787514.22323853
3435,335250066.8195547
3436,191476160.41662806
3437,13832566.305914462
3438,75195163.10225958
3439,80460364.2578761
3440,96215519.05387244
3441,75166388.59383184
3442,3995041.1359790564
3443,-22538799.995644152
3444,-57402844.61293042
3445,172122167.34220043
3446,-17426807.058803022
3447,-31174670.122767687
3448,73843768.90503246
3449,-5436272.016463995
3450,63851679.566796005
3451,-18489004.19405204
3452,125919826.85117859
3453,47427237.945232034
3454,61507018.06391907
3455,-10185685.101112425
3456,84422806.05481535
3457,59802428.48219371
3458,161929665.63750294
3459,581781369.7626506
3460,13357564.05587691
3461,45148389.87055516
3462,33678954.13722283
3463,114365484.91473532
3464,-36566349.00233084
3465,-6737821.629532158
3466,27571324.345844686
3467,38937008.36744058
3468,166960220.9823677
3469,-20122283.801195204
3470,-8603500.6138376
3471,89511974.95081872
3472,-58206693.82955319
3473,-118756381.40023774
3474,112177844.82309064
3475,393369364.80865914
3476,-35604867.90663004
3477,25545117.348597765
3478,-57826734.4538635
3479,381283980.96219325
3480,79814890.19373757
3481,-41115589.9602859
3482,22931842.179435432
3483,-62744486.906397164
3484,-55021937.45349717
3485,113825101.67898777
3486,125905289.34830531
3487,136382259.79132503
3488,152569870.39297804
3489,53487733.866131365
3490,78528144.92522025
3491,15175080.834926128
3492,-2790115.2759996057
3493,64542667.26173866
3494,86211063.68356884
3495,71180865.24023432
3496,-25184455.244698524
3497,62708569.40004206
3498,119149249.13584784
3499,97433400.03529015
3500,-37356313.28610861
3501,84508276.15305328
3502,17385371.880126476
3503,1986038.2155069709
3504,37431770.50660479
3505,-5897515.184405446
3506,130077365.3836805
3507,349544005.8386386
3508,-2475534.991124749
3509,51518669.10446936
3510,17535390.00934595
3511,71647970.05643958
3512,315063359.91637146
3513,20696242.051961064
3514,-19771230.097158134
3515,63899593.32046652
3516,61777157.52432966
3517,554310039.8942075
3518,56792835.38223094
3519,-941363.9638914466
