id,revenue
3001,15606921.603343822
3002,9169525.164171748
3003,10045785.987714536
3004,27068207.955872096
3005,11723000.778942196
3006,29414195.094060704
3007,6421401.778934646
3008,74869978.89573693
3009,36608824.79636624
3010,390850418.9750547
3011,1235756.2971858694
3012,4255280.347509388
3013,63915452.32594314
3014,1228117.6352502485
3015,37892700.928510636
3016,1149263.7048294554
3017,102995904.53379285
3018,137456091.7574303
3019,33542847.922430214
3020,747160958.2328519
3021,81452877.16022648
3022,55541291.74515046
3023,1461209.6725845335
3024,61208662.58470277
3025,2317401.943697433
3026,133816070.5294344
3027,10136649.77245566
3028,109951211.90367033
3029,7261935.960956961
3030,66940434.16241243
3031,20531403.818079107
3032,11839739.551460104
3033,874220.9972660934
3034,551731.4665312129
3035,4996155.792237659
3036,21782942.926129855
3037,121410975.70294674
3038,56059893.7042254
3039,33867573.21450376
3040,7003640.326057751
3041,36957213.54232283
3042,4524667.836952656
3043,20935293.93840117
3044,12185653.316537693
3045,429683511.1389376
3046,6544083.120559621
3047,9383683.132057441
3048,39122481.57879112
3049,36241685.20655377
3050,86617577.27938147
3051,1714724.1686858064
3052,40140607.73094541
3053,479523.68566983915
3054,8222501.3567047715
3055,97543077.68211265
3056,1057190.0412118644
3057,83062928.63637593
3058,447188148.8110084
3059,3242416.9108569534
3060,99043931.83743048
3061,76080165.29600568
3062,33424034.183462143
3063,46922317.99991191
3064,84625860.93043397
3065,38754932.008661695
3066,124779735.72159356
3067,7522615.824305367
3068,77001373.79743442
3069,233773181.1855187
3070,4125138.9386909306
3071,29869369.693541355
3072,673204121.3127375
3073,4016540.1295305407
3074,2252545.136163315
3075,36814986.98059839
3076,266960666.1538801
3077,24506926.737328988
3078,122592454.25742999
3079,77983059.31740586
3080,142161753.44434294
3081,40400337.80418653
3082,14746304.850974822
3083,28333994.166154277
3084,3039359.05820285
3085,39716404.44861389
3086,79124218.66375506
3087,4434651.721372235
3088,1783209.7755231552
3089,1935143.6394589546
3090,52889701.24899302
3091,43858701.45722208
3092,9330787.818019621
3093,216574053.6721172
3094,121081325.82283567
3095,58312176.812722296
3096,3840615.568331522
3097,851100451.1857643
3098,39396233.623085305
3099,65435836.23231458
3100,9322667.210114617
3101,31596756.860975176
3102,10736139.484262481
3103,2610867.458481102
3104,5127286.312360384
3105,99670581.09419537
3106,70561686.71212955
3107,47613304.066058524
3108,24186157.43066696
3109,14643685.93765298
3110,379747030.5047781
3111,10449185.115892528
3112,8174015.372235589
3113,13532934.128846819
3114,44367197.47503325
3115,39345870.363839485
3116,11026277.84807767
3117,5617057.897294848
3118,3947155.6106839045
3119,223630092.8601847
3120,190709456.8198797
3121,14626197.581784002
3122,23678403.7727676
3123,25580281.21542573
3124,12530989.968612557
3125,1389411.942576703
3126,53457450.9263243
3127,23199925.657555915
3128,51875762.93241691
3129,326933398.4181053
3130,18704331.642704684
3131,5720313.9971233215
3132,15910932.039926553
3133,6050652.758363882
3134,26570987.53350146
3135,4643246.409056138
3136,8851645.857991574
3137,175232964.690584
3138,2217139.190078476
3139,74256611.35784672
3140,116527700.33518241
3141,17668010.43236538
3142,5923444.157786134
3143,177256019.05357188
3144,21345307.973975
3145,24273241.01549198
3146,6477260.430456052
3147,33365190.02005706
3148,5936921.116803034
3149,106543530.30562763
3150,132578600.14103386
3151,9048724.229324587
3152,32331390.30593481
3153,7094944.734711755
3154,15530677.416204827
3155,46082857.578409106
3156,14654494.63896328
3157,26956528.08064895
3158,227846933.85539302
3159,13276118.844992831
3160,24228320.05149089
3161,1551886.767222691
3162,17345926.18756034
3163,102999605.3806723
3164,5931348.555225879
3165,1048668.8396093335
3166,2641170.0018270803
3167,102360123.25811999
3168,3465991.067282862
3169,44665587.29089523
3170,17220525.13422238
3171,26176697.021142326
3172,42830232.40505297
3173,1275225.9809993454
3174,8664894.81224855
3175,24805476.238094732
3176,65147861.356486976
3177,112859736.4341951
3178,6777254.844992453
3179,10201873.369663304
3180,17520708.696273316
3181,2636917.625452835
3182,281103890.9789854
3183,53558116.88114869
3184,67910211.47574306
3185,72699346.88147144
3186,66474052.48747302
3187,15797159.275823837
3188,29039844.800556708
3189,123035335.73453768
3190,55891599.06826233
3191,21243629.640455984
3192,17923398.53798718
3193,384031813.0709638
3194,89300975.52331589
3195,655777.7293121681
3196,6309117.369471887
3197,29168211.2011418
3198,168948789.2091158
3199,353967332.2920388
3200,19519261.772964038
3201,36615331.92013038
3202,22136843.210367255
3203,3930409.229450982
3204,3905677.3065894633
3205,5668153.953610002
3206,26587632.33734589
3207,51192534.20562662
3208,12614146.905538669
3209,8740714.318495413
3210,533340018.1395845
3211,2737424.142747751
3212,62526972.478315465
3213,145731480.51805246
3214,11201160.146445353
3215,6405447.372164283
3216,20177210.802454636
3217,417785513.7954849
3218,18199503.51479023
3219,4332014.179920663
3220,179765259.5325993
3221,16607105.689904973
3222,9512390.581422113
3223,37079075.4804385
3224,3201196.4395516915
3225,6261928.628815098
3226,5875934.842962105
3227,88172235.6856319
3228,227087391.92663655
3229,182425582.42145962
3230,56391698.22287261
3231,55251518.36527592
3232,42953849.3371201
3233,9662858.539894948
3234,4296618.472786295
3235,18220163.29453767
3236,2271467.7958308016
3237,30920700.74716684
3238,14424843.168598985
3239,2007661.166874231
3240,405660311.05874205
3241,15493268.091437543
3242,21899419.946213283
3243,9702171.875705479
3244,4953608.546588495
